time;longitude;latitude;altitude;speed;bearing;accuracy
=60*60*16+60*34+23.198;8.309151;46.995467;527.0;12.0;217.0;3.0
=60*60*16+60*34+24.191;8.309057;46.995382;527.0;12.25;217.0;4.0
=60*60*16+60*34+24.200;8.309057;46.995382;527.0;12.25;217.0;4.0
=60*60*16+60*34+25.192;8.30896;46.995297;528.0;12.25;217.0;5.0
=60*60*16+60*34+25.198;8.30896;46.995297;528.0;12.25;217.0;5.0
=60*60*16+60*34+26.192;8.30887;46.995214;528.0;12.0;219.0;4.0
=60*60*16+60*34+26.198;8.30887;46.995214;528.0;12.0;219.0;4.0
=60*60*16+60*34+27.191;8.308755;46.99513;528.0;12.25;221.0;3.9
=60*60*16+60*34+27.200;8.308755;46.99513;528.0;12.25;221.0;3.0
=60*60*16+60*34+28.199;8.308635;46.995037;527.0;12.75;222.0;4.0
=60*60*16+60*34+28.288;8.308635;46.995037;527.0;12.75;222.0;4.0
=60*60*16+60*34+29.261;8.308523;46.994954;527.0;12.75;222.0;5.0
=60*60*16+60*34+29.286;8.308523;46.994954;527.0;12.75;222.0;5.0
=60*60*16+60*34+30.203;8.308389;46.994888;529.0;13.25;225.0;4.0
=60*60*16+60*34+30.253;8.308389;46.994888;529.0;13.25;225.0;4.0
=60*60*16+60*34+31.258;8.308269;46.994807;529.0;13.0;225.0;4.0
=60*60*16+60*34+32.203;8.308141;46.994725;528.0;13.0;226.0;4.0
=60*60*16+60*34+32.251;8.308141;46.994725;528.0;13.0;226.0;4.0
=60*60*16+60*34+33.199;8.308022;46.994656;527.0;12.25;227.0;3.9
=60*60*16+60*34+33.295;8.308022;46.994656;527.0;12.25;227.0;3.0
=60*60*16+60*34+34.201;8.307912;46.99458;527.0;12.25;227.0;4.0
=60*60*16+60*34+34.383;8.307912;46.99458;527.0;12.25;227.0;4.0
=60*60*16+60*34+35.201;8.307789;46.994499;526.0;12.0;227.0;4.0
=60*60*16+60*34+35.282;8.307789;46.994499;526.0;12.0;227.0;4.0
=60*60*16+60*34+36.199;8.307682;46.994432;525.0;11.25;227.0;3.9
=60*60*16+60*34+37.242;8.307584;46.994373;524.0;10.5;226.0;3.0
=60*60*16+60*34+38.201;8.307497;46.99431;523.0;9.75;223.0;3.9
=60*60*16+60*34+39.200;8.307419;46.994239;523.0;9.5;220.0;4.0
=60*60*16+60*34+40.202;8.30737;46.994167;523.0;9.5;209.0;4.0
=60*60*16+60*34+41.228;8.307346;46.994084;522.0;9.5;197.0;4.0
=60*60*16+60*34+42.201;8.307332;46.993995;521.0;10.0;189.0;4.0
=60*60*16+60*34+43.248;8.307365;46.99392;522.0;8.75;168.0;4.0
=60*60*16+60*34+44.211;8.307415;46.993847;522.0;9.0;159.0;3.9
=60*60*16+60*34+45.313;8.307445;46.993765;522.0;9.0;161.0;3.0
=60*60*16+60*34+46.225;8.30749;46.9937;521.0;7.75;156.0;3.9
=60*60*16+60*34+47.342;8.307541;46.993656;521.0;6.25;144.0;3.0
=60*60*16+60*34+48.205;8.307608;46.993632;520.0;6.5;119.0;3.9
=60*60*16+60*34+49.257;8.307704;46.993616;519.0;7.5;107.0;4.0
=60*60*16+60*34+50.201;8.30782;46.993606;520.0;8.75;99.0;3.9
=60*60*16+60*34+51.205;8.307943;46.993578;519.0;9.5;106.0;4.0
=60*60*16+60*34+52.202;8.308099;46.99354;519.0;11.75;109.0;4.0
=60*60*16+60*34+52.212;8.308099;46.99354;519.0;11.75;109.0;4.0
=60*60*16+60*34+53.205;8.308254;46.993469;519.0;13.0;119.0;4.0
=60*60*16+60*34+53.254;8.308254;46.993469;519.0;13.0;119.0;4.0
=60*60*16+60*34+54.210;8.308406;46.9934;519.0;13.25;122.0;3.9
=60*60*16+60*34+54.264;8.308406;46.9934;519.0;13.25;122.0;3.0
=60*60*16+60*34+55.213;8.308551;46.993333;519.0;13.5;121.0;4.0
=60*60*16+60*34+55.299;8.308551;46.993333;519.0;13.5;121.0;4.0
=60*60*16+60*34+56.273;8.308707;46.993266;518.0;14.0;122.0;3.9
=60*60*16+60*34+56.293;8.308707;46.993266;518.0;14.0;122.0;3.0
=60*60*16+60*34+57.210;8.308858;46.993195;518.0;13.75;123.0;3.9
=60*60*16+60*34+57.258;8.308858;46.993195;518.0;13.75;123.0;3.0
=60*60*16+60*34+58.202;8.309006;46.993138;517.0;13.75;122.0;3.9
=60*60*16+60*34+58.254;8.309006;46.993138;517.0;13.75;122.0;3.0
=60*60*16+60*34+59.215;8.309168;46.993077;517.0;13.5;119.0;4.0
=60*60*16+60*34+59.287;8.309168;46.993077;517.0;13.5;119.0;4.0
=60*60*16+60*35+00.199;8.309322;46.993019;516.0;13.0;120.0;3.9
=60*60*16+60*35+00.261;8.309322;46.993019;516.0;13.0;120.0;3.0
=60*60*16+60*35+01.201;8.309462;46.992966;515.0;12.75;120.0;3.9
=60*60*16+60*35+01.258;8.309462;46.992966;515.0;12.75;120.0;3.0
=60*60*16+60*35+02.196;8.309605;46.992913;515.0;12.5;120.0;3.9
=60*60*16+60*35+02.266;8.309605;46.992913;515.0;12.5;120.0;3.0
=60*60*16+60*35+03.201;8.309741;46.992857;514.0;12.5;121.0;3.9
=60*60*16+60*35+03.253;8.309741;46.992857;514.0;12.5;121.0;3.0
=60*60*16+60*35+04.243;8.309882;46.992802;514.0;11.75;120.0;3.9
=60*60*16+60*35+04.265;8.309882;46.992802;514.0;11.75;120.0;3.0
=60*60*16+60*35+05.214;8.310006;46.992752;513.0;11.25;120.0;3.9
=60*60*16+60*35+05.479;8.310006;46.992752;513.0;11.25;120.0;3.0
=60*60*16+60*35+06.200;8.310132;46.992701;512.0;11.25;120.0;3.9
=60*60*16+60*35+06.230;8.310132;46.992701;512.0;11.25;120.0;3.0
=60*60*16+60*35+07.297;8.310262;46.992648;512.0;11.25;120.0;4.0
=60*60*16+60*35+07.309;8.310262;46.992648;512.0;11.25;120.0;4.0
=60*60*16+60*35+08.193;8.310378;46.992599;511.0;11.25;121.0;3.9
=60*60*16+60*35+08.206;8.310378;46.992599;511.0;11.25;121.0;3.0
=60*60*16+60*35+09.197;8.310501;46.992559;509.0;11.0;121.0;3.9
=60*60*16+60*35+09.288;8.310501;46.992559;509.0;11.0;121.0;3.0
=60*60*16+60*35+10.191;8.310627;46.992506;509.0;11.0;121.0;3.9
=60*60*16+60*35+10.197;8.310627;46.992506;509.0;11.0;121.0;3.0
=60*60*16+60*35+11.190;8.310749;46.992454;508.0;11.0;121.0;4.0
=60*60*16+60*35+11.195;8.310749;46.992454;508.0;11.0;121.0;4.0
=60*60*16+60*35+12.198;8.31089;46.992392;510.0;11.75;118.0;3.9
=60*60*16+60*35+12.257;8.31089;46.992392;510.0;11.75;118.0;3.0
=60*60*16+60*35+13.200;8.311024;46.992342;510.0;11.75;118.0;4.0
=60*60*16+60*35+13.286;8.311024;46.992342;510.0;11.75;118.0;4.0
=60*60*16+60*35+14.199;8.311158;46.992291;509.0;11.75;118.0;5.0
=60*60*16+60*35+14.250;8.311158;46.992291;509.0;11.75;118.0;5.0
=60*60*16+60*35+15.201;8.311312;46.992221;513.0;11.75;121.0;4.0
=60*60*16+60*35+15.259;8.311312;46.992221;513.0;11.75;121.0;4.0
=60*60*16+60*35+16.242;8.31142;46.992161;511.0;11.5;121.0;3.0
=60*60*16+60*35+17.198;8.311534;46.992114;509.0;11.5;120.0;3.9
=60*60*16+60*35+17.361;8.311534;46.992114;509.0;11.5;120.0;3.0
=60*60*16+60*35+18.201;8.311662;46.992056;508.0;11.25;121.0;3.9
=60*60*16+60*35+18.250;8.311662;46.992056;508.0;11.25;121.0;3.0
=60*60*16+60*35+19.199;8.311796;46.992006;506.0;11.25;121.0;3.9
=60*60*16+60*35+19.251;8.311796;46.992006;506.0;11.25;121.0;3.0
=60*60*16+60*35+20.199;8.311921;46.991956;504.0;11.5;121.0;3.9
=60*60*16+60*35+20.250;8.311921;46.991956;504.0;11.5;121.0;3.0
=60*60*16+60*35+21.203;8.312045;46.991903;503.0;11.5;121.0;3.9
=60*60*16+60*35+21.253;8.312045;46.991903;503.0;11.5;121.0;3.0
=60*60*16+60*35+22.198;8.312166;46.991852;502.0;11.5;121.0;3.9
=60*60*16+60*35+22.225;8.312166;46.991852;502.0;11.5;121.0;3.0
=60*60*16+60*35+23.199;8.312289;46.991798;500.0;11.5;121.0;3.9
=60*60*16+60*35+23.384;8.312289;46.991798;500.0;11.5;121.0;3.0
=60*60*16+60*35+24.201;8.312424;46.991743;500.0;11.75;120.0;3.9
=60*60*16+60*35+24.367;8.312424;46.991743;500.0;11.75;120.0;3.0
=60*60*16+60*35+25.201;8.312555;46.991687;499.0;11.75;120.0;3.9
=60*60*16+60*35+25.284;8.312555;46.991687;499.0;11.75;120.0;3.0
=60*60*16+60*35+26.216;8.312694;46.991633;498.0;11.75;121.0;3.9
=60*60*16+60*35+26.264;8.312694;46.991633;498.0;11.75;121.0;3.0
=60*60*16+60*35+27.205;8.312824;46.991577;497.0;11.75;121.0;3.9
=60*60*16+60*35+27.269;8.312824;46.991577;497.0;11.75;121.0;3.0
=60*60*16+60*35+28.206;8.312954;46.991521;496.0;12.0;121.0;4.0
=60*60*16+60*35+28.254;8.312954;46.991521;496.0;12.0;121.0;4.0
=60*60*16+60*35+29.202;8.313086;46.991465;496.0;12.0;121.0;5.0
=60*60*16+60*35+29.391;8.313086;46.991465;496.0;12.0;121.0;5.0
=60*60*16+60*35+30.205;8.313232;46.991427;494.0;12.0;119.0;4.0
=60*60*16+60*35+30.274;8.313232;46.991427;494.0;12.0;119.0;4.0
=60*60*16+60*35+31.203;8.313384;46.991357;494.0;12.0;116.0;3.9
=60*60*16+60*35+31.251;8.313384;46.991357;494.0;12.0;116.0;3.0
=60*60*16+60*35+32.203;8.313527;46.991325;494.0;11.75;107.0;3.9
=60*60*16+60*35+32.252;8.313527;46.991325;494.0;11.75;107.0;3.0
=60*60*16+60*35+33.198;8.313673;46.991293;493.0;11.75;107.0;4.0
=60*60*16+60*35+33.343;8.313673;46.991293;493.0;11.75;107.0;4.0
=60*60*16+60*35+34.200;8.313817;46.991283;494.0;11.25;102.0;5.0
=60*60*16+60*35+35.247;8.313938;46.991277;493.0;9.75;101.0;5.0
=60*60*16+60*35+36.198;8.314041;46.991294;494.0;7.5;82.0;4.0
=60*60*16+60*35+37.240;8.314134;46.991303;494.0;6.25;82.0;5.0
=60*60*16+60*35+38.201;8.314216;46.991311;494.0;6.25;82.0;7.0
=60*60*16+60*36+17.243;8.314153;46.991336;490.0;3.5;276.0;4.0
=60*60*16+60*36+18.199;8.314086;46.991334;491.0;4.75;269.0;4.0
=60*60*16+60*36+19.245;8.313999;46.99133;492.0;6.0;268.0;4.0
=60*60*16+60*36+20.200;8.313863;46.991312;492.0;7.75;268.0;4.0
=60*60*16+60*36+21.219;8.313736;46.991305;492.0;9.25;268.0;4.0
=60*60*16+60*36+22.198;8.313596;46.991317;492.0;10.25;274.0;5.0
=60*60*16+60*36+22.264;8.313596;46.991317;492.0;10.25;274.0;5.0
=60*60*16+60*36+23.200;8.313456;46.991353;493.0;11.0;284.0;4.0
=60*60*16+60*36+23.253;8.313456;46.991353;493.0;11.0;284.0;4.0
=60*60*16+60*36+24.199;8.313309;46.99141;494.0;12.25;295.0;4.0
=60*60*16+60*36+24.277;8.313309;46.99141;494.0;12.25;295.0;4.0
=60*60*16+60*36+25.194;8.313164;46.991465;494.0;12.75;299.0;3.9
=60*60*16+60*36+25.222;8.313164;46.991465;494.0;12.75;299.0;3.0
=60*60*16+60*36+26.198;8.313032;46.991539;495.0;12.0;301.0;3.9
=60*60*16+60*36+26.460;8.313032;46.991539;495.0;12.0;301.0;3.0
=60*60*16+60*36+27.199;8.312905;46.991593;496.0;11.0;301.0;3.9
=60*60*16+60*36+27.464;8.312905;46.991593;496.0;11.0;301.0;3.0
=60*60*16+60*36+28.340;8.312785;46.99164;497.0;10.5;301.0;3.9
=60*60*16+60*36+28.483;8.312785;46.99164;497.0;10.5;301.0;3.0
=60*60*16+60*36+29.204;8.312668;46.991684;498.0;10.5;301.0;3.9
=60*60*16+60*36+29.234;8.312668;46.991684;498.0;10.5;301.0;3.0
=60*60*16+60*36+30.195;8.312547;46.991734;499.0;10.5;301.0;3.9
=60*60*16+60*36+30.209;8.312547;46.991734;499.0;10.5;301.0;3.0
=60*60*16+60*36+31.196;8.312424;46.991784;500.0;10.75;300.0;3.9
=60*60*16+60*36+31.271;8.312424;46.991784;500.0;10.75;300.0;3.0
=60*60*16+60*36+32.208;8.312309;46.99183;500.0;10.25;301.0;4.0
=60*60*16+60*36+33.242;8.3122;46.991874;501.0;9.75;301.0;3.0
=60*60*16+60*36+34.216;8.312089;46.991918;502.0;9.75;306.0;3.9
=60*60*16+60*36+35.217;8.311991;46.991974;503.0;9.75;309.0;3.0
=60*60*16+60*36+36.199;8.311882;46.992023;503.0;10.0;302.0;3.9
=60*60*16+60*36+36.269;8.311882;46.992023;503.0;10.0;302.0;3.0
=60*60*16+60*36+37.199;8.311757;46.99206;504.0;10.5;293.0;3.9
=60*60*16+60*36+37.272;8.311757;46.99206;504.0;10.5;293.0;3.0
=60*60*16+60*36+38.198;8.311623;46.992101;505.0;10.75;295.0;3.9
=60*60*16+60*36+38.486;8.311623;46.992101;505.0;10.75;295.0;3.0
=60*60*16+60*36+39.200;8.311491;46.992151;505.0;11.5;300.0;3.9
=60*60*16+60*36+39.264;8.311491;46.992151;505.0;11.5;300.0;3.0
=60*60*16+60*36+40.198;8.311361;46.992204;506.0;12.0;302.0;3.9
=60*60*16+60*36+40.282;8.311361;46.992204;506.0;12.0;302.0;3.0
=60*60*16+60*36+41.191;8.311227;46.992262;506.0;12.0;302.0;4.0
=60*60*16+60*36+41.196;8.311227;46.992262;506.0;12.0;302.0;4.0
=60*60*16+60*36+42.190;8.311095;46.992316;506.0;11.75;301.0;4.0
=60*60*16+60*36+42.196;8.311095;46.992316;506.0;11.75;301.0;4.0
=60*60*16+60*36+43.191;8.310959;46.992373;507.0;11.75;301.0;6.0
=60*60*16+60*36+43.196;8.310959;46.992373;507.0;11.75;301.0;6.0
=60*60*16+60*36+44.201;8.310832;46.992412;508.0;11.75;300.0;4.0
=60*60*16+60*36+44.267;8.310832;46.992412;508.0;11.75;300.0;4.0
=60*60*16+60*36+45.200;8.3107;46.992459;508.0;11.0;301.0;4.0
=60*60*16+60*36+45.244;8.3107;46.992459;508.0;11.0;301.0;4.0
=60*60*16+60*36+46.196;8.310573;46.992521;508.0;11.0;300.0;4.0
=60*60*16+60*36+46.258;8.310573;46.992521;508.0;11.0;300.0;4.0
=60*60*16+60*36+47.198;8.310459;46.992581;508.0;11.25;304.0;5.0
=60*60*16+60*36+47.314;8.310459;46.992581;508.0;11.25;304.0;5.0
=60*60*16+60*36+48.192;8.310343;46.992639;508.0;10.5;305.0;4.0
=60*60*16+60*36+48.201;8.310343;46.992639;508.0;10.5;305.0;4.0
=60*60*16+60*36+49.190;8.310232;46.992693;508.0;10.5;305.0;5.0
=60*60*16+60*36+49.195;8.310232;46.992693;508.0;10.5;305.0;5.0
=60*60*16+60*36+50.199;8.310121;46.992748;509.0;10.5;305.0;6.0
=60*60*16+60*36+50.373;8.310121;46.992748;509.0;10.5;305.0;6.0
=60*60*16+60*36+51.197;8.310008;46.992818;507.0;11.25;297.0;6.0
=60*60*16+60*36+51.283;8.310008;46.992818;507.0;11.25;297.0;6.0
=60*60*16+60*36+52.190;8.309869;46.992845;508.0;11.0;294.0;5.0
=60*60*16+60*36+52.196;8.309869;46.992845;508.0;11.0;294.0;5.0
=60*60*16+60*36+53.191;8.309747;46.992914;507.0;11.5;298.0;5.0
=60*60*16+60*36+53.249;8.309747;46.992914;507.0;11.5;298.0;5.0
=60*60*16+60*36+54.197;8.309611;46.992965;507.0;11.5;298.0;6.0
=60*60*16+60*36+54.393;8.309611;46.992965;507.0;11.5;298.0;6.0
=60*60*16+60*36+55.189;8.30948;46.993015;507.0;11.5;298.0;8.0
=60*60*16+60*36+55.354;8.30948;46.993015;507.0;11.5;298.0;8.0
=60*60*16+60*36+56.196;8.309335;46.993063;508.0;11.75;299.0;8.0
=60*60*16+60*36+57.238;8.309216;46.993097;508.0;11.25;299.0;8.0
=60*60*16+60*36+58.200;8.309076;46.993135;511.0;11.0;300.0;5.0
=60*60*16+60*36+58.250;8.309076;46.993135;511.0;11.0;300.0;5.0
=60*60*16+60*36+59.200;8.308933;46.993196;514.0;11.5;305.0;4.0
=60*60*16+60*36+59.252;8.308933;46.993196;514.0;11.5;305.0;4.0
=60*60*16+60*37+00.191;8.308794;46.993228;515.0;11.25;299.0;4.0
=60*60*16+60*37+00.249;8.308794;46.993228;515.0;11.25;299.0;4.0
=60*60*16+60*37+01.199;8.308675;46.993277;515.0;11.5;299.0;4.0
=60*60*16+60*37+01.275;8.308675;46.993277;515.0;11.5;299.0;4.0
=60*60*16+60*37+02.200;8.308538;46.993341;516.0;12.0;301.0;4.0
=60*60*16+60*37+02.250;8.308538;46.993341;516.0;12.0;301.0;4.0
=60*60*16+60*37+03.201;8.30841;46.993393;516.0;11.5;301.0;4.0
=60*60*16+60*37+03.260;8.30841;46.993393;516.0;11.5;301.0;4.0
=60*60*16+60*37+04.200;8.308279;46.993451;517.0;11.5;301.0;4.0
=60*60*16+60*37+04.249;8.308279;46.993451;517.0;11.5;301.0;4.0
=60*60*16+60*37+05.221;8.308161;46.993509;516.0;11.25;303.0;4.0
=60*60*16+60*37+05.258;8.308161;46.993509;516.0;11.25;303.0;4.0
=60*60*16+60*37+06.201;8.308035;46.993548;515.0;10.75;301.0;5.0
=60*60*16+60*37+06.251;8.308035;46.993548;515.0;10.75;301.0;5.0
=60*60*16+60*37+07.198;8.307916;46.993604;515.0;10.75;302.0;6.0
=60*60*16+60*37+08.246;8.307821;46.993648;516.0;9.75;303.0;8.0
=60*60*16+60*37+09.201;8.307741;46.99368;517.0;8.5;302.0;9.0
=60*60*16+60*37+10.293;8.307672;46.993717;517.0;7.25;303.0;8.0
=60*60*16+60*37+11.191;8.30761;46.993751;516.0;6.25;303.0;8.0
=60*60*16+60*37+12.195;8.307555;46.993798;517.0;6.5;314.0;5.0
=60*60*16+60*37+13.190;8.307485;46.99385;519.0;6.5;315.0;6.0
=60*60*16+60*37+14.249;8.307413;46.993893;520.0;6.75;317.0;6.0
=60*60*16+60*37+15.200;8.307401;46.994022;521.0;9.5;344.0;5.0
=60*60*16+60*37+16.252;8.307375;46.994106;521.0;9.5;347.0;5.0
=60*60*16+60*37+17.263;8.307478;46.994221;523.0;11.75;18.0;4.0
=60*60*16+60*37+17.286;8.307478;46.994221;523.0;11.75;18.0;4.0
=60*60*16+60*37+18.210;8.307585;46.994308;523.0;12.5;33.0;4.0
=60*60*16+60*37+18.255;8.307585;46.994308;523.0;12.5;33.0;4.0
=60*60*16+60*37+19.198;8.307699;46.994393;526.0;12.5;45.0;3.9
=60*60*16+60*37+19.251;8.307699;46.994393;526.0;12.5;45.0;3.0
=60*60*16+60*37+20.191;8.30783;46.994474;527.0;13.25;49.0;3.9
=60*60*16+60*37+20.197;8.30783;46.994474;527.0;13.25;49.0;3.0
=60*60*16+60*37+21.198;8.307948;46.994562;528.0;12.75;48.0;3.9
=60*60*16+60*37+21.250;8.307948;46.994562;528.0;12.75;48.0;3.0
=60*60*16+60*37+22.198;8.308072;46.994639;529.0;12.75;48.0;4.0
=60*60*16+60*37+22.251;8.308072;46.994639;529.0;12.75;48.0;4.0
=60*60*16+60*37+23.200;8.308198;46.994717;529.0;12.5;47.0;4.0
=60*60*16+60*37+23.250;8.308198;46.994717;529.0;12.5;47.0;4.0
=60*60*16+60*37+24.190;8.308315;46.994791;528.0;12.5;46.0;4.0
=60*60*16+60*37+24.199;8.308315;46.994791;528.0;12.5;46.0;4.0
=60*60*16+60*37+25.190;8.308412;46.994875;526.0;12.5;45.0;4.0
=60*60*16+60*37+25.195;8.308412;46.994875;526.0;12.5;45.0;4.0
=60*60*16+60*37+26.226;8.308529;46.994961;526.0;12.25;44.0;4.0
=60*60*16+60*37+26.267;8.308529;46.994961;526.0;12.25;44.0;4.0
=60*60*16+60*37+27.192;8.308635;46.995039;526.0;12.0;42.0;4.0
=60*60*16+60*37+27.248;8.308635;46.995039;526.0;12.0;42.0;4.0
=60*60*16+60*37+28.209;8.308738;46.995112;527.0;11.5;42.0;4.0
=60*60*16+60*37+28.363;8.308738;46.995112;527.0;11.5;42.0;4.0
=60*60*16+60*37+29.201;8.308831;46.995185;528.0;11.25;42.0;4.0
=60*60*16+60*37+29.252;8.308831;46.995185;528.0;11.25;42.0;4.0
=60*60*16+60*37+30.207;8.308919;46.995256;527.0;11.0;40.0;3.9
=60*60*16+60*37+30.253;8.308919;46.995256;527.0;11.0;40.0;3.0
=60*60*16+60*37+31.191;8.309016;46.995334;527.0;11.0;39.0;3.9
=60*60*16+60*37+31.197;8.309016;46.995334;527.0;11.0;39.0;3.0
=60*60*16+60*37+32.191;8.309108;46.995411;527.0;11.0;39.0;3.9
=60*60*16+60*37+32.197;8.309108;46.995411;527.0;11.0;39.0;3.0
=60*60*16+60*37+33.197;8.309195;46.995482;527.0;11.0;38.0;3.9
=60*60*16+60*37+33.243;8.309195;46.995482;527.0;11.0;38.0;3.0
=60*60*16+60*37+34.201;8.309285;46.995566;527.0;11.0;38.0;3.9
=60*60*16+60*37+34.251;8.309285;46.995566;527.0;11.0;38.0;3.0
=60*60*16+60*37+35.199;8.309367;46.995645;527.0;11.0;37.0;4.0
=60*60*16+60*37+35.284;8.309367;46.995645;527.0;11.0;37.0;4.0
=60*60*16+60*37+36.200;8.309457;46.995732;526.0;11.0;36.0;4.0
=60*60*16+60*37+36.258;8.309457;46.995732;526.0;11.0;36.0;4.0
=60*60*16+60*37+37.201;8.309542;46.995819;525.0;11.5;34.0;3.9
=60*60*16+60*37+37.251;8.309542;46.995819;525.0;11.5;34.0;3.0
=60*60*16+60*37+38.198;8.309617;46.995909;523.0;11.75;32.0;3.9
=60*60*16+60*37+38.250;8.309617;46.995909;523.0;11.75;32.0;3.0
=60*60*16+60*37+39.190;8.309699;46.996002;523.0;12.0;32.0;4.0
=60*60*16+60*37+39.197;8.309699;46.996002;523.0;12.0;32.0;4.0
=60*60*16+60*37+40.214;8.309785;46.996095;522.0;12.5;31.0;4.0
=60*60*16+60*37+40.268;8.309785;46.996095;522.0;12.5;31.0;4.0
=60*60*16+60*37+41.199;8.30986;46.9962;520.0;12.5;29.0;3.9
=60*60*16+60*37+41.247;8.30986;46.9962;520.0;12.5;29.0;3.0
=60*60*16+60*37+42.198;8.309933;46.996313;518.0;13.25;28.0;3.9
=60*60*16+60*37+42.253;8.309933;46.996313;518.0;13.25;28.0;3.0
=60*60*16+60*37+43.199;8.310028;46.99642;517.0;13.25;27.0;3.9
=60*60*16+60*37+43.276;8.310028;46.99642;517.0;13.25;27.0;3.0
=60*60*16+60*37+44.194;8.310117;46.996525;517.0;13.5;26.0;3.9
=60*60*16+60*37+44.222;8.310117;46.996525;517.0;13.5;26.0;3.0
=60*60*16+60*37+45.198;8.31019;46.99663;515.0;13.25;24.0;3.9
=60*60*16+60*37+45.618;8.31019;46.99663;515.0;13.25;24.0;3.0
=60*60*16+60*37+46.201;8.310254;46.99674;514.0;13.0;21.0;3.9
=60*60*16+60*37+46.855;8.310254;46.99674;514.0;13.0;21.0;3.0
=60*60*16+60*37+47.196;8.310309;46.996844;513.0;11.75;21.0;3.9
=60*60*16+60*37+47.249;8.310309;46.996844;513.0;11.75;21.0;3.0
=60*60*16+60*37+48.197;8.310365;46.99694;513.0;11.25;21.0;3.9
=60*60*16+60*37+48.276;8.310365;46.99694;513.0;11.25;21.0;3.0
=60*60*16+60*37+49.197;8.310419;46.997033;513.0;11.25;21.0;5.0
=60*60*16+60*37+49.389;8.310419;46.997033;513.0;11.25;21.0;5.0
=60*60*16+60*37+50.195;8.31048;46.997145;512.0;12.0;16.0;4.0
=60*60*16+60*37+50.268;8.31048;46.997145;512.0;12.0;16.0;4.0
=60*60*16+60*37+51.196;8.310534;46.997249;512.0;12.5;17.0;4.0
=60*60*16+60*37+51.271;8.310534;46.997249;512.0;12.5;17.0;4.0
=60*60*16+60*37+52.198;8.31059;46.997352;512.0;12.75;16.0;4.0
=60*60*16+60*37+52.272;8.31059;46.997352;512.0;12.75;16.0;4.0
=60*60*16+60*37+53.614;8.310606;46.997445;512.0;11.75;15.0;4.0
=60*60*16+60*37+54.049;8.310606;46.997445;512.0;11.75;15.0;4.0
=60*60*16+60*37+54.192;8.310616;46.997546;514.0;11.75;14.0;4.0
=60*60*16+60*37+54.220;8.310616;46.997546;514.0;11.75;14.0;4.0
=60*60*16+60*37+55.254;8.310636;46.997657;513.0;11.75;7.0;5.0
=60*60*16+60*37+55.878;8.310636;46.997657;513.0;11.75;7.0;5.0
=60*60*16+60*37+56.193;8.310647;46.997755;512.0;11.0;2.0;4.0
=60*60*16+60*37+56.206;8.310647;46.997755;512.0;11.0;2.0;4.0
=60*60*16+60*37+57.192;8.31063;46.997844;513.0;10.25;358.0;4.0
